Id,SalePrice
2658,181758.96530914595
2718,175255.29894337888
2414,202567.95024968733
1989,129382.28938695404
625,181394.0545466308
333,87781.21362844549
1327,93313.1537743865
858,139877.15045260222
95,209339.48243064978
1568,174923.91324755363
2482,174163.63034134437
1364,167913.50876672493
2584,180398.84195383568
818,238189.64898227816
2673,175230.74869063578
2089,114722.276424554
1297,170852.0698651064
790,132735.1534308922
2616,187413.00130445533
720,248494.88633199947
222,132301.3251624227
557,126401.4234222614
1148,191570.25232935543
2766,165490.74161529078
534,210471.0124421464
1452,126401.4234222614
630,97894.92411973275
2648,132135.48507998997
125,166426.33000486408
1904,46062.172377338604
1670,89970.490460047
756,93194.6094060287
717,238477.27200826336
1032,136396.13583175777
852,222088.26666946666
1731,201129.83511976132
2639,108188.10174173565
2071,78452.99060683913
1267,116217.18396006784
1851,215709.65032154342
567,162711.26183371834
2439,214702.37520954493
1898,136791.53926603345
647,136217.40402970952
2256,222509.70386762606
979,89933.88047958544
1444,212967.93827195137
2485,127223.17667600635
157,128429.05310936336
88,131644.22294901
2003,132529.3709210585
186,235807.4316331011
1425,264336.5724628959
2695,131808.18559654726
738,123083.9959619751
395,167460.98437575472
1353,216475.61246831142
1878,136254.20175366063
390,209210.69039682086
1456,216205.88765499633
1103,285734.12038935954
1387,137908.59738354423
2070,136028.15859224668
1199,208816.14745353893
2479,170076.98651380456
501,288857.2333379652
2362,89970.490460047
1718,177513.5217800314
2188,48771.24835033112
1483,162242.15343450487
2557,85465.20994140013
437,282984.7421472778
2224,189065.94192229494
1628,196104.31739158116
397,131856.21663928957
587,196305.33087920715
2182,525636.5631998352
971,114722.276424554
2611,172424.7501411649
1887,114722.276424554
2399,309369.9590520023
2148,220564.68131592454
304,161885.42515907576
1997,129318.48789108981
2817,93640.4376125384
1431,167259.66077379772
427,288767.3042064725
263,126728.09709407226
598,176434.5599456078
2895,268557.31207784417
687,171200.27145705195
1822,130336.29228379368
2191,90245.78499688531
179,167177.82025764624
1009,247122.98207272016
2010,129232.84556927503
1991,169693.56737227828
1411,150347.87083455292
1721,261312.1969445008
1144,172689.68749549656
593,244630.15530910363
575,268426.4235750487
1249,178940.6226252374
1604,127372.24500670625
1064,394030.911564862
1923,175203.21297883563
1988,124016.7681992052
2325,167359.61853669042
114,187203.90199297294
2700,208726.45579289304
217,130962.09106180942
343,183163.84984142226
386,254549.92677568938
2005,78452.99060683913
2908,135054.8963424377
1814,221901.21157271517
2446,405587.46206389554
208,124928.01251630063
1679,127555.48265250362
822,306084.447984939
6,174229.57524204758
1781,356540.1951032544
2397,256971.1606886255
2340,305762.0924133876
1618,169252.43275300722
2843,106189.74439371214
1061,311366.83009740023
2786,126401.4234222614
1935,130618.8931714335
1341,125471.21701272178
521,296423.480918693
2136,130999.24583596387
996,175157.81034494695
227,130943.31392136982
135,170051.28130102748
1167,169022.07149133369
294,238252.3553077867
1776,216582.64190264375
540,206676.5913560857
1717,177513.5217800314
2303,125139.78717250907
116,176076.29843168074
127,132903.41853339825
1371,168366.65896932693
1014,188627.37313071438
1507,114722.276424554
702,144160.455585442
750,179980.15832685624
261,165996.77290078174
1559,86455.36910526827
577,234628.53047256052
2812,210403.3622047465
2080,176125.53416181428
1368,167879.05783639313
2376,126888.05454716587
659,124238.61842268595
1235,133584.30158882015
332,87781.21362844549
1917,164698.33892707826
2094,223999.24506839705
1460,260882.71806687248
1471,185515.30575741033
1509,129140.97642172364
1922,132168.90342112925
433,406096.0904676586
460,292852.53716635576
1116,261751.0942871881
1137,170407.3055383708
53,207772.21542520655
2354,222076.0007614829
1475,219928.60637334108
1761,463856.5640687335
842,130056.2259332627
2739,158068.49329104516
2509,198741.362445751
1007,208370.1002129581
2610,175733.15026866214
1952,122192.60551889922
2719,174152.49368578286
2921,87781.21362844549
1966,138856.1387752853
292,138024.4351165944
1204,213008.2405410407
1829,227673.63548347438
2419,204487.81517378966
391,173464.45794098248
798,162013.3567019109
481,205478.1933717289
193,223109.59125259946
555,129748.01370459059
899,42183.704789124255
2357,208920.93961128747
328,128693.91223724108
1356,161689.9372505855
1154,126401.4234222614
1730,169170.95207854404
2249,163661.9948647817
1119,251530.04145575265
2856,137459.2646318963
1394,128072.91935498451
2587,120114.34767078288
61,286608.42617488676
2661,227617.93824824228
2711,164318.3461042362
1147,173250.4303628995
757,161774.93811547765
2623,78452.99060683913
2378,170468.07184782068
1413,163320.81800840338
1722,252894.78017184758
1112,178028.2205566231
1623,175742.7564772106
1201,177436.421786991
1513,97635.80681357704
957,255300.5906195443
1171,297727.5002612105
1145,209979.8754734928
2726,240657.44328062187
703,201407.93016365202
760,90426.89488313449
1964,131644.22294901
2512,202958.26896445444
159,168438.18923884415
1281,172908.73721192492
468,167685.71333274184
290,162455.43003862965
665,124252.13595393329
1463,263943.7974374738
1792,217634.8346445162
923,140075.92387215956
500,233614.96595366226
1408,152246.56768020886
331,84662.60652358894
170,98907.58121176489
2192,87680.95860502767
2571,289746.0110174783
2314,167186.28435996664
2647,125866.98028868574
422,336822.31274279393
2457,291672.7129336583
1838,215858.93768631443
2805,255925.28864423445
1645,176785.26478408062
1711,267394.7418094092
2825,228894.53139599515
322,323006.95773986354
2103,265969.4401726448
342,163162.40943909853
600,90957.27024110331
488,178646.17825246532
1725,314450.93933605263
2246,263521.45281244826
2847,174448.54673202196
806,259178.86767278417
530,217139.0979603687
963,181742.44388206585
2678,55418.61950354013
171,88726.31435482248
2401,338672.71257576405
805,218980.7520757841
2259,171850.0986102447
1748,195515.5538083634
1361,169447.49823864602
1677,163797.17017725518
1406,169716.40949683977
2322,214706.25524166223
688,173030.77048013013
143,141735.3729309701
804,207810.9375199255
1214,177350.74817459463
2828,160165.7104401208
1999,194505.4027543435
2467,206246.72134618743
2665,203690.78147950166
1538,262790.6769246793
398,90132.13760454653
2822,136359.33810780666
2157,162242.15343450487
1856,145191.79315468398
1269,114722.276424554
2570,131240.69960881144
2320,248692.34554713
1517,166572.76992671032
2304,129564.58831530367
1312,120227.5726402702
2012,164997.69592116014
506,215423.15375649548
2865,185918.73522586413
2367,158450.0009156095
554,160608.03410149232
238,135197.8317191458
1954,127503.85319287833
2488,150991.5622422689
2291,87781.21362844549
1969,114722.276424554
2725,141431.2284779048
1482,162242.15343450487
2763,206837.2372019743
503,221762.93849266417
1584,255791.97512136566
1531,170653.81274014534
2210,180981.73855300513
459,315331.6909813876
556,129748.01370459059
1347,147455.3538269827
1290,121787.43942316712
1388,130555.87394010907
1571,156608.0679764447
2754,213295.9261481891
765,135485.20442047826
2494,131127.5528657781
2870,157025.8911124304
7,251539.02185266928
1114,226218.9363453051
2418,262586.97523852135
291,78452.99060683913
18,313693.3161292786
39,318378.51749207417
1001,267318.92473021406
2442,222208.12524225123
616,128066.56736692152
2680,78452.99060683913
1414,133136.58030212417
289,141866.32401492877
40,260827.505835655
860,127226.55605881818
409,165350.24690394683
673,134991.56420529739
2427,207664.87308505832
2036,217067.5051096883
2564,133754.9604208179
642,169198.49058182913
1008,173344.36468883592
1908,142598.42975241528
2519,247392.7225313261
1369,120077.80027148448
2855,209617.7495727392
712,122454.30429803621
1943,100797.59492102929
1958,169307.87966358662
107,232505.27397663126
2295,145139.22497761095
704,132855.9037852522
676,131227.68272686956
259,172149.12705321985
93,271917.10698560486
106,251719.81883310256
2315,173803.89817008254
1050,126779.91429718709
1095,205630.29688884315
2709,132434.2475530216
758,217006.92654372795
1496,165952.08995026967
2370,163797.17017725518
2458,266642.2971938886
2733,98877.13547587677
161,220340.93801225754
726,168624.75933158095
845,219298.66438474946
947,259069.41321837858
2232,133543.26399106346
2563,170890.30695581072
2299,113573.03873536174
211,127916.5133829015
605,158735.35816591428
1478,247354.0943083519
2247,263521.45281244826
2274,153384.6687138396
2869,151570.22175911764
967,215997.61754392608
2656,63326.844641961725
667,200663.98373251825
1042,158450.0009156095
2023,172793.83819632247
2447,328587.06973616406
2055,162618.86074627988
2275,271655.549014085
2204,207607.736483073
1563,264579.0588249359
483,214273.94456639988
796,131938.37006125695
1526,173070.1966129349
2042,214598.25579930065
442,309980.000230702
1693,267734.33849141723
1468,214574.70963665334
1430,181375.12374476818
2605,150752.6927338875
1529,242407.3662646181
335,136803.16371709455
1287,130867.2778081035
31,123691.72163763706
1785,233869.35838199776
82,166896.56486501484
2620,100107.79404985392
252,210776.9091677808
721,86419.32235527533
2165,178666.51713049953
2316,169950.86982470172
775,126239.77627776188
1558,54687.98442338842
17,238852.63103354504
1022,236942.84446819997
925,130081.77469313183
438,269438.9398594637
1270,140068.0386455986
1272,131223.81834004307
215,137221.4562118041
266,214187.78594998884
2402,255046.5083055398
1250,128901.66605371505
1984,94502.19587484753
1279,133803.0227541418
377,230878.96443521066
1252,114722.276424554
2156,263422.4963481664
499,273590.37083618785
1374,129039.59493736853
2898,235088.8775089285
401,90132.13760454653
2721,146710.6692756966
2078,199797.61010942442
2589,132168.90342112925
1946,146877.66710964817
1334,162172.6257622095
2781,224413.42285162737
431,359465.3012515517
576,247046.19498549568
1474,210161.79891486335
2254,199497.5932216442
2155,302232.07674177154
885,78452.99060683913
643,168637.00959427387
1944,126527.97817950652
480,208358.8981847485
2845,90721.5269993961
2387,266576.7121348736
2407,216539.82074173636
2527,166676.40433293997
2514,196216.21251135084
629,181306.87898631804
80,214437.09365881575
1876,137780.2434178576
1546,163269.98645860865
2518,173822.1718697317
2347,168025.77937347372
783,147838.67909676422
1322,18198.757107669837
194,87609.00591265899
1770,238997.3527648887
2143,126401.4234222614
1229,211862.75493015445
511,268851.47483538196
46,216113.33011464993
1348,213683.36612944983
2465,205629.4833337218
387,251070.41410276128
873,218674.8553501497
1918,130618.8931714335
2764,250734.47841879944
2184,129140.97642172364
934,161778.50524177903
1920,132168.90342112925
2631,164910.8645572449
1768,461099.9889928857
2040,100832.2648854322
1749,213220.65665417173
834,227137.42443203882
1457,229759.35613530022
79,159744.91469888395
2302,125139.78717250907
1817,126339.84355769015
2755,228016.76800120217
359,167760.3726604182
2059,127015.907863547
2092,211825.51913806106
2516,261996.02131459225
150,129104.9296717307
1656,134491.66587379828
83,127642.03240118452
2411,178086.95297826955
795,78452.99060683913
2312,220984.33495093332
2917,120931.89234130381
1624,204050.169454366
2215,271752.2056206198
1211,171181.74743275004
1485,162242.15343450487
1024,173935.70974503495
570,173491.36784115082
2874,168301.27729909238
700,151610.24241297264
2756,222368.9431863386
2022,189954.5944394816
583,223458.26220326885
2392,302522.0152707945
2424,217679.20468921235
212,141117.50910687263
736,133365.70558582488
1610,138861.58333648214
890,96681.09987865158
467,168219.03000538022
578,238856.38590333596
1747,201879.26019415844
1149,173483.24793522793
2758,204017.45794279748
857,126401.4234222614
2219,259923.12980121878
733,165170.95187142995
2909,120108.26165266341
1798,256876.38151698615
235,66667.33326088064
2366,131059.48020552672
1027,129456.3854841617
1195,127920.6437396715
1303,8506.045746399759
148,181742.6942067186
608,140838.3971190802
2515,202341.1248237336
821,264894.09240039496
2500,272235.4260721309
745,129666.65819245376
741,137042.67747388346
1611,134427.4576003734
2532,129748.01370459059
1081,219471.76388211132
1692,340164.6475060268
2520,240322.1619073885
276,114722.276424554
1992,130889.24379638044
663,9812.975113005188
418,198195.27921582348
1733,170058.60329711981
2359,170025.76383173998
253,210623.71048031087
1518,139414.30016970698
2035,167771.13662048551
2919,87781.21362844549
1540,215390.32993640643
2120,131063.53233584276
1674,178958.59906436145
256,167614.99661834602
2361,90132.13760454653
978,84662.60652358894
2280,164464.03505212427
2095,212285.08390988925
1709,267394.0221260326
2801,223612.30573644178
1246,124657.6618913537
2373,158450.0009156095
1055,262685.97863867553
2017,129873.73926142353
1099,263886.01937856583
1344,114722.276424554
835,148416.56920287907
1117,218918.71849777977
2043,123553.73017282039
2085,131579.20112046375
410,170463.56600407156
2650,162326.01219316895
2867,170631.04884203782
1668,128842.1513675288
1161,199483.7314939994
2122,173520.78098784643
2539,135090.58325074235
1047,168870.39039707094
1445,128487.69165926505
541,134138.0197206559
569,197600.0725642829
1276,161821.60801792075
918,198788.29831813762
326,142982.92841900646
1936,128108.77836148787
895,90458.81127635739
257,127857.28031194958
1241,185257.09587812072
1545,163845.51412581338
1189,175751.2362248218
270,162242.15343450487
2066,142583.9422131386
693,123189.50780310022
1259,134762.51714805068
2916,138212.74183660952
2321,246093.3995675322
1977,131063.53233584276
1895,175282.75363724015
1240,175869.46768736368
85,134762.25117810714
1823,96676.62532548406
825,276383.7436359867
110,222088.26666946666
697,119626.13637150804
2297,124635.38299726084
1231,135197.8317191458
1355,135513.53804210896
968,312653.0294537016
584,211579.63774791834
1315,128503.90018052925
1606,125139.78717250907
206,125139.78717250907
1685,310656.6277670275
2016,136273.91482006302
869,214879.16699553453
2135,126806.94935968178
2346,170593.60966116408
2430,219083.36953811205
2198,124202.57167269304
2652,129140.97642172364
27,90623.83780366875
241,173973.61828463254
906,131227.68272686956
1506,124359.85378106058
2098,288393.13143180637
1435,218719.20974955507
2213,114722.276424554
1274,166852.1322391555
743,9218.70438742741
1737,215353.53221245532
2797,261286.2883429434
2185,78452.99060683913
58,195851.99014163067
830,211007.6459164334
808,114722.276424554
680,150706.94590360136
1153,127114.91126370119
1291,167575.0698362358
1818,114722.276424554
2161,204303.07558007588
1883,132467.5563771253
350,310652.12471476337
2473,171004.4080615826
295,149871.98802442497
293,181771.91960992466
859,126401.4234222614
288,53862.85178683164
1578,123097.13800624336
102,168875.25608250833
2831,176927.23015275935
1030,183614.1213105179
2551,139089.87941977064
1286,130373.04307187238
958,300858.9208592286
776,126024.43449525206
72,184707.5393936366
2263,262143.35301801385
1866,167462.70535774223
2876,84881.34333420137
2146,267102.2061621143
103,202679.84536945706
1500,160165.7104401208
492,173030.69225367616
167,136322.55602914633
2597,125578.37160938041
2685,131003.76732500378
1035,168372.16611168697
1220,42183.704789124255
2602,167536.22257919048
2159,212809.85825375325
695,180554.40308021574
1109,227959.27155752855
640,180440.44278206103
1652,167654.17242649806
2090,182490.38265383744
1188,198359.24465484565
2345,215408.05605087776
1059,339336.9490417795
2751,225651.3877764061
128,158615.76556307316
1523,179828.96223660815
2925,138161.67560745287
2145,286111.29705985845
1121,252787.390895827
566,251952.248064646
565,214031.89627250205
1331,142566.388196866
2928,128562.72647392045
156,133174.26980765065
797,135341.01742050657
327,87781.21362844549
2859,170803.97624120093
1453,124240.8713445605
1762,294532.0462794511
1868,215573.19209522472
1760,175194.8896841324
1113,262290.96633666975
1812,175593.46911243958
117,169393.1621437131
1142,187977.53033223082
2342,319564.4305343762
927,134068.36688603417
2478,178036.2778813828
655,51997.43247469782
2064,127735.15317199958
369,223884.90928326323
2239,167014.59293877636
2732,220291.3267951449
1653,172223.48912037106
959,209656.0179540251
2395,279752.9257182246
1412,126401.4234222614
271,266771.7776205124
1484,162242.15343450487
1497,98501.24171922312
552,150991.5622422689
2,127086.31167212696
1855,261243.11013183263
4,256915.2472108072
2292,168088.70473305337
134,139877.15045260222
646,94255.12544260436
42,304907.98469827755
532,224994.3012082842
713,95172.6748118904
2561,134812.33175394367
2360,133515.65005280933
1333,127443.77527622346
1407,184452.23953843498
2892,234947.53795188162
574,249921.0797503393
1227,176770.49562956963
2591,216896.64288891022
1476,219522.93962830355
1125,256347.3203634442
1446,129901.72868665674
408,127555.48265250362
1101,262904.793675742
2251,146104.7271631853
373,217857.4984231183
2554,130028.59634971779
2382,264488.31613832177
1985,88628.21838153445
519,250255.41961463998
1093,177233.59623711763
864,260022.96240178516
2889,166306.73740202296
2308,160183.56450840342
986,131684.14973112024
1302,135923.147400427
585,166771.16785928857
2708,168686.57387551415
147,137477.35058805594
1441,222181.7003460976
383,137518.09092528754
285,143753.92834941068
181,134356.4905613248
358,166630.59492149064
780,141453.4291455437
258,210503.11657885884
1865,189014.1247191801
692,166656.12803606896
2902,282799.25157960586
508,268532.49864664255
2638,146351.0466214703
36,170468.07184782068
611,176470.15298216764
2281,95765.44358955181
1678,163797.17017725518
1696,361692.5676406898
1557,84295.63058268875
2180,130891.24639360225
1726,250955.95315530107
951,164059.32266982525
267,221397.6209525883
2706,101177.4938721266
2221,193487.34803698692
1357,189543.56135970118
2901,276518.856367297
347,197041.53289139716
2164,209025.16853856735
1586,275977.5918869345
360,172979.2974734128
1769,222439.61296486206
2617,187260.84805998378
1879,161438.86441538358
991,190902.4643823294
1535,133725.29694946957
1191,156035.6224315267
1579,207336.13423486243
1882,165350.24690394683
1510,100094.65200558567
2196,167278.43791423726
1845,168875.25608250833
2336,320582.156700626
942,125837.19165501103
861,123950.24442274254
2555,92828.0402426892
1392,144646.8520309845
2099,265969.4401726448
1543,159322.86733438348
948,235474.4087647122
1239,142838.74141903475
22,206585.42624662005
2796,230061.92041399513
2747,177350.8107557578
92,268770.35400260706
210,151987.01230591084
1858,244945.64259799567
2228,239552.1632755952
447,222556.68667588508
827,227513.3025434017
1649,210813.26882358963
682,136278.8430866636
2698,166140.20892679523
494,195851.99014163067
214,99292.33020300881
2441,224860.70607018107
2679,126918.0935054933
1336,128812.44096030807
465,203844.35565395068
1524,164251.0087726522
2543,126401.4234222614
631,135645.28703589822
2452,273865.1021425575
228,165563.46092690845
126,161438.86441538358
1092,215943.3596754472
1122,216711.29312885544
932,190055.6630180208
1980,88952.96768257747
2171,92871.69060400876
551,165798.2654511679
2768,181132.90335267162
2056,127226.55605881818
1159,340349.6374243932
2645,107084.46728372746
1174,202021.9921820862
2266,218314.43478609287
2462,343893.48353307263
1219,134277.7008768785
2922,197708.15023309845
118,138469.07428100365
474,207772.21542520655
2576,180916.13784869944
872,275638.5897259767
1077,251706.7393699975
1536,169613.854615675
1150,129870.92310908032
2341,275353.0318783765
1931,130321.50748399188
2785,129473.29804351169
2538,132004.08028259824
597,224826.2082039769
464,206696.42958481444
233,219020.28772562442
2169,128429.05310936336
2123,163986.22787122848
1867,177229.1060386593
137,254489.116321852
515,213338.4187579898
933,159322.86733438348
2784,170948.5387281517
972,173671.22610413635
599,179798.04714199615
2614,162670.7092399763
2582,128634.83561919711
1409,181450.7843710554
175,63276.68583967122
352,256319.59690815446
976,84662.60652358894
2134,209181.77789943074
984,125578.37160938041
2396,317465.2079965938
1673,195936.8032630333
404,131059.48020552672
607,141694.27275205022
814,135757.77667671815
868,209930.8744227212
2271,185772.31094930865
1633,226172.25079757118
337,160990.28263769386
2765,154917.6568871498
1746,223884.90928326323
368,289023.1360015612
2806,217489.11440604654
1662,182824.53477464858
1234,185329.0955063618
1373,132759.29411458975
1672,90132.13760454653
1939,128079.83457351613
